ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Description,gif file names,video files
620,Lying Leg Raise Flat Bench,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Gluteus Maximus, Pectineous, Quadriceps, Sartorius","1. Lie flat on your back on a bench, ensuring that your lower back is pressed against the bench and your legs are fully extended.

2. Place your hands by your sides, palms facing down, for stability.

3. Slowly lift your legs off the bench, while keeping them straight and extended.

4. Continue to lift your legs until they are perpendicular to the ground, or as close as you can comfortably reach without straining your lower back.

5. Hold the raised position for a brief pause, engaging your abdominal muscles.

6. Slowly lower your legs back down to the starting position, maintaining control and using your abdominal muscles to resist gravity.",06201301-Lying-Leg-Raise-Flat-Bench_waist_180.webp,06201201-Lying-Leg-Raise-Flat-Bench_Waist_.mp4
650,Pull-In (on stability ball),Strength,Waist,Stability ball,Male,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius, Tensor Fasciae Latae","1. Begin by placing a stability ball at your feet and assume a push-up position with your hands on the floor directly below your shoulders.

2. Engage your core and bring your knees in towards your chest, rolling the stability ball towards your hands.

3. Maintain control as you extend your legs back out to the starting position, keeping your back straight and your body in a straight line.

4. Repeat steps 2 and 3 for the desired number of repetitions, focusing on keeping your core tight and maintaining proper form throughout the movement.",06501301-Pull-In-(on-stability-ball)_waist_180.webp,06501201-Pull-In-(on-stability-ball)_waist.mp4
651,Pull up (neutral grip),Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers","1. Start by standing directly under a horizontal bar with your feet shoulder-width apart.

2. Reach up and grip the bar with your palms facing each other in a neutral grip.

3. Engage your core and start by pulling your shoulder blades down and back.

4. Begin the movement by bending your elbows and pulling your body up towards the bar, while keeping your chest lifted and gaze forward.

5. Continue pulling until your chin is slightly above the bar or as far as you can comfortably go.

6. Slowly lower yourself back down to the starting position, maintaining control throughout the entire movement.",06511301-Pull-up-(neutral-grip)_Back_180.webp,06511201-Pull-up-(wide-grip)_Back-FIX_.mp4
652,Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Step 1: Stand in front of a pull-up bar with your palms facing away from you, slightly wider than shoulder-width apart.

2. Step 2: Jump up or use a stool to reach the bar and grab it with both hands, keeping your arms fully extended.

3. Step 3: Engage your core and start pulling your body upward by bending your elbows, keeping your shoulders down and back.

4. Step 4: Continue to pull until your chin reaches above the bar, making sure to maintain a straight line from your head to your feet throughout the movement.

5. Step 5: Slowly lower yourself back to the starting position, fully extending your arms and repeat for the desired number of repetitions.

Remember to start with a comfortable number of repetitions and gradually increase as you build strength. Keep practicing and you'll get stronger over time. Good luck with your pull-ups!",06521301-Pull-up_Back_180.webp,06521201-Pull-up_Back-FIX2_.mp4
662,Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Lie facing the ground, with your hands slightly wider than shoulder-width apart.

2. Keep your body straight and core engaged, raise yourself up onto your hands and toes.

3. Lower your body towards the ground by bending your elbows, while keeping your back and legs straight.

4. Continue lowering until your elbows are at a 90-degree angle or slightly below.

5. Push yourself back up to the starting position by fully extending your arms and returning to the initial position.

6. Repeat the exercise according to your workout plan.",06621301-Push-up-m_Chest-FIX_180.webp,06621201-Push-up-m_Chest.mp4
668,Rear Decline Bridge,Strength,Waist,Body weight,Male,Gluteus Maximus,"Hamstrings, Quadriceps","1. Lie down flat on your back with your knees bent and feet flat on the ground.

2. Lift your hips off the ground, pressing your heels into the floor and squeezing your glutes.

3. Slowly lower your hips back down to the starting position.

4. Lift your hips back up again, this time extending one leg straight out in front of you.

5. Keep your hips lifted and leg extended for a few seconds, engaging your core and glutes.

6. Slowly lower your leg back down and repeat the exercise with the other leg extended.",06681301-Rear-Decline-Bridge_Waist-FIX_180.webp,06681201-Rear-Decline-Bridge_Waist-FIX_.mp4
670,Rear Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Start by standing in front of a bar or sturdy horizontal surface that is high enough for you to hang from.

2. Reach your arms up and grab the bar using an overhand grip, with your hands shoulder-width apart.

3. Engage your core and squeeze your shoulder blades together as you begin to pull your body upwards.

4. Continue pulling yourself upwards until your chin is above the bar, making sure to keep your elbows close to your body.

5. Slowly lower yourself back down to the starting position, maintaining control and avoid swinging.",06701301-Rear-Pull-up_Back_180.webp,
672,Reverse Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","1. Start by sitting on the edge of a sturdy chair or bench, ensuring that your hands are placed just outside your hips.

2. Plant your feet firmly on the ground in front of you, keeping your knees bent at a 90-degree angle.

3. Slowly lift your body off the chair by pushing through your hands, straightening your arms completely. Keep your back straight throughout the movement.

4. Lower your body back down towards the chair by bending your arms, allowing your elbows to point slightly backward. Aim to get your upper arms parallel to the ground.

5. Once you have lowered yourself as far as comfortable, push through your hands again to lift your body back up to the starting position.
 
Remember to maintain control throughout the exercise, focusing on engaging your triceps and core muscles. Avoid using momentum to perform the movement, and breathe steadily throughout.",06721301-Reverse-Dip_Upper-Arms_180.webp,06721201-Reverse-Dip_Upper-Arms.mp4
673,Reverse grip machine lat pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers","1. Sit on the lat pulldown machine with your back straight and feet flat on the floor.

2. Grip the handles with your palms facing upwards in a reverse (underhand) position.

3. Lean back slightly and ensure that your arms are fully extended and shoulders are relaxed.

4. Slowly begin to pull the handles down towards your chest while squeezing your shoulder blades together.

5. Pause for a moment when the handles are close to your chest, feeling the contraction in your back muscles.

6. Slowly release the handles back up to the starting position, fully extending your arms once again.",06731301-reverse-grip-machine-lat-pulldown_Back_180.webp,06731201-reverse-grip-machine-lat-pulldown_Back.mp4
689,Seated Leg Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,"Iliopsoas, Obliques","1. Sit on a sturdy chair with your feet flat on the floor and your knees bent at a 90-degree angle.

2. Place your hands on the sides of the chair for support.

3. Slowly straighten one leg out in front of you, keeping your foot flexed and your toes pointing towards the ceiling.

4. Lift your leg as high as you comfortably can while keeping it straight, but be careful not to lock your knee.

5. Hold the raised position for a few seconds, feeling the contraction in your thigh muscles.

6. Slowly lower your leg back down to the starting position, and then repeat the exercise with your other leg.",06891301-Seated-Leg-Raise_waist_180.webp,06891201-Seated-Leg-Raise_waist.mp4
