ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
1313,Lever Unilateral Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1314,Back Extension on Exercise Ball,,Strength,Back,Stability ball,Male,Erector Spinae,
1315,Back Relaxation,,Stretching,Back,Stability ball,Male,Erector Spinae,
1316,Barbell Bent Arm Pullover,,Strength,Back,Barbell,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
1317,Barbell Reverse Grip Incline Bench Row,,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
1318,Cable Incline Bench Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1319,Cable Palm Rotational Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1320,Cable Rope Crossover Seated Row,,Strength,Back,Cable,Male,"Erector Spinae, Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1321,Cable Rope Elevated Seated Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1322,Cable Rope Extension Incline Bench Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1323,Cable Rope Seated Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1324,Cable Upper Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1325,Cable Wide Grip Behind Neck Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Teres Major, Trapezius Lower Fibers"
1326,Chin-Up,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
1327,Close Grip Chin-Up,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
1328,Dumbbell Lying Rear Delt Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1329,Dumbbell Palm Rotational Bent Over Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1330,Dumbbell Reverse Grip Incline Bench One Arm Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1331,Dumbbell Reverse Grip Incline Bench Two Arm Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1332,Exercise Ball Alternating Arm Ups,,Strength,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques"
1333,Exercise Ball Back Extension With Arms Extended,,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1334,Exercise Ball Back Extension With Hands Behind Head,,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1335,Exercise Ball Back Extension With Knees Off Ground,,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1336,Exercise Ball Back Extension With Rotation,,Strength,Back,Stability ball,Male,Erector Spinae,"Gluteus Maximus, Obliques, Rectus Abdominis"
1337,Exercise Ball Back Stretch,,Stretching,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1338,Exercise Ball Hug,,Stretching,Back,Stability ball,Male,Erector Spinae,
1339,Exercise Ball Lat Stretch,,Stretching,Back,Stability ball,Male,Latissimus Dorsi,
1340,Exercise Ball Lower Back Prone Stretch,,Stretching,Back,Stability ball,Male,Latissimus Dorsi,Gluteus Maximus
1341,Exercise Ball Lower Back Stretch (Pyramid),,Stretching,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Anterior, Pectoralis Major Clavicular Head"
1342,Exercise Ball Lying Side Lat Stretch,,Stretching,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques"
1343,Exercise Ball Prone Leg Raise,,Strength,Back,Stability ball,Male,"Erector Spinae, Pectoralis Major Sternal Head","Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head"
1344,EZ Bar Reverse Grip Bent Over Row,,Strength,Back,EZ Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1345,Kettlebell Two Arm Row,,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1346,Kneeling Lat Stretch,,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major, Teres Minor ",
1347,Lever One Arm Lateral Wide Pulldown (plate loaded),,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
1348,Lever Reverse Grip Vertical Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1349,Lever Reverse T-Bar Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1350,Lever Seated Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1351,Lever T-Bar Reverse Grip Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1352,Lower Back Curl,,Strength,Back,Body weight,Male,Erector Spinae,
1353,Medicine Ball Catch and Overhead Throw,,Strength,Back,Medicine Ball,Male,"Latissimus Dorsi, Teres Major, Teres Minor ","Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis, Triceps Brachii"
1354,Medicine Ball Overhead Slam,,Strength,Back,Medicine Ball,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis"
1355,One Arm Against Wall,,Strength,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",
1356,Lever One Arm Lateral High Row,,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1357,One Handed Hang,,Strength,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",
1358,Side Lying Floor Stretch,,Stretching,Back,Body weight,Male,Latissimus Dorsi,
1359,Smith Bent Over Row,,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1360,Smith One Arm Row,,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1361,Smith Reverse Grip Bent Over Row,,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1362,Sphinx,,Stretching,Back,Body weight,Male,"Erector Spinae, Rectus Abdominis",
1363,Spine Stretch,,Stretching,Back,Body weight,Male,Erector Spinae,
1364,Standing Pelvic Tilt,,Stretching,Back,Body weight,Male,Erector Spinae,
1365,Upper Back Stretch,,Stretching,Back,Body weight,Male,"Infraspinatus, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",
1366,Upward Facing Dog,,Stretching,Back,Body weight,Male,Erector Spinae,"Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis"
1367,Wide Grip Rear Pull-Up,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers"
1368,Ankle Circles,,Strength,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",
1369,Band Two Legs Calf Raise - (Band under both legs) VERSION 2,,Strength,Calves,Band,Male,Gastrocnemius,Soleus
1370,Barbell Floor Calf Raise,,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus
1371,Barbell Seated Calf Raise,,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus
1372,Barbell Standing Calf Raise,,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus
1373,Bodyweight Standing Calf Raise,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
1374,Box Jump Down with One Leg Stabilization,,Aerobic,Calves,Body weight,Male,Gastrocnemius,Soleus
1375,Cable Standing Calf Raise,,Strength,Calves,Cable,Male,Gastrocnemius,Soleus
1376,Cable Standing One Leg Calf Raise,,Strength,Calves,Cable,Male,Gastrocnemius,Soleus
1377,Calf Stretch With Hands Against Wall,,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus",
1378,Calf Stretch with Rope,,Stretching,Calves,Rope,Male,"Gastrocnemius, Soleus",
1379,Dumbbell Seated Calf Raise,,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
1380,Dumbbell Seated One Leg Calf Raise - Hammer Grip,,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
1381,Dumbbell Seated One Leg Calf Raise - Palm up,,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
1382,Exercise Ball on the Wall Calf Raise,,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus
1383,Hack Calf Raise,,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus
1384,Hack One Leg Calf Raise,,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus
1385,Lever Seated Squat Calf Raise on Leg Press Machine,,Strength,Calves,Leverage machine,Male,"Gastrocnemius, Quadriceps","Gluteus Maximus, Hamstrings, Soleus"
1386,One Leg Donkey Calf Raise,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
1387,One Leg Floor Calf Raise,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
1388,Peroneals Stretch,,Stretching,Calves,Rope,Male,Gastrocnemius,Soleus
1389,Posterior Tibialis Stretch,,Stretching,Calves,Rope,Male,"Gastrocnemius, Soleus",
1390,Seated Calf Stretch (male),,Stretching,Calves,Body weight,Male,"Gastrocnemius, Splenius, Tibialis Anterior",
1391,Sled Calf Press On Leg Press,,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus
1392,Sled One Leg Calf Press on Leg Press,,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus
1393,Smith One Leg Floor Calf Raise,,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus
1394,Smith Reverse Calf Raises,,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus
1395,Smith Seated One Leg Calf Raise,,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus
1396,Smith Toe Raise,,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus
1397,Standing Gastrocnemius,,Strength,Calves,Body weight,Male,"Gastrocnemius, Soleus",
1398,Standing Gastrocnemius Calf Stretch,,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",
1399,Bench dip on floor,,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
1401,Muscle-up (on vertical bar),,Strength,Back,Body weight,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior , Infraspinatus, Latissimus Dorsi, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",
1403,Neck Side Stretch,,Stretching,Neck,Body weight,Male,Levator Scapulae,
1404,Back Stretch,,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",
1405,Back Pec Stretch,,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major",
1407,Calf Push Stretch With Hands Against Wall,,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus",
1408,Band Hip Lift,,Strength,Hips,Band,Male,Gluteus Maximus,Hamstrings
1409,Barbell Glute Bridge,,Strength,Hips,Barbell,Male,Gluteus Maximus,Hamstrings
1410,Barbell Lateral Lunge,,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1411,Barbell Palms Down Wrist Curl Over A Bench,,Strength,Forearms,Barbell,Male,Wrist Extensors,
1412,Barbell Palms Up Wrist Curl Over A Bench,,Strength,Forearms,Barbell,Male,Wrist Flexors,
1413,Cable Reverse One Arm Curl,,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis"
1414,Dumbbell One Arm Reverse Preacher Curl,,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
1415,Dumbbell One Arm Seated Neutral Wrist Curl,,Strength,Forearms,Dumbbell,Male,Wrist Extensors,
1416,Exercise Ball One Leg Prone Lower Body Rotation,,Strength,Hips,Stability ball,Male,Gluteus Medius,"Quadriceps, Tensor Fasciae Latae, Triceps Brachii"
1417,Exercise Ball One Legged Diagonal Kick Hamstring Curl,,Strength,Hips,Stability ball,Male,Gluteus Maximus,"Gastrocnemius, Sartorius"
1418,Hug keens to chest,,Stretching,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
1419,Iron Cross Stretch,,Stretching,Hips,Body weight,Male,Gluteus Medius,"Obliques, Tensor Fasciae Latae"
1420,Kneeling Jump Squat,,Aerobic,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1421,Modified Push Up to Forearms,,Strength,Forearms,Body weight,Male,"Wrist Extensors, Wrist Flexors","Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii"
1422,Pelvic Tilt Into Bridge,,Stretching,Hips,Body weight,Male,Gluteus Maximus,"Hamstrings, Latissimus Dorsi"
1423,Reverse Hyper on Flat Bench,,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings
1424,Seated Glute Stretch,,Stretching,Hips,Body weight,Male,Gluteus Maximus,
1425,Sled 45 degrees One Leg Press,,Strength,Hips,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1426,Smith Seated Wrist Curl,,Strength,Forearms,Smith machine,Male,Wrist Flexors,
1427,Straight Leg Outer Hip Abductor,,Strength,Hips,Body weight,Male,"Gluteus Medius, Tensor Fasciae Latae",
1428,Wrist Circles,,Strength,Forearms,Body weight,Male,"Wrist Extensors, Wrist Flexors",
1429,Wide Grip Pull-Up,,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
1430,Chest Dip (on dip-pull-up cage),,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii"
1431,Assisted Standing Chin-Up,,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Trapezius Lower Fibers, Trapezius Middle Fibers"
1432,Assisted Standing Pull-up,,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
1433,Smith Front Squat (Clean Grip),,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1434,Smith Low Bar Squat,,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1435,Barbell Low Bar Squat,,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1436,Barbell High Bar Squat,,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1437,Dumbbell finger curls,,Strength,Forearms,Dumbbell,Male,,
1438,Kettlebell Seated Two Arm Military Press,,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
1439,Lever Gripless Shrug (VERSION 2),,Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
1441,Dumbbell Over Bench One Arm Reverse Wrist Curl,,Strength,Forearms,Dumbbell,Male,Wrist Flexors,
1442,Dip Hold Isometric,,Stretching,Chest,Body weight,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",
1443,Dumbbell Lying Pronated Grip Maltese Hold Isometric,,Stretching,Shoulders,Dumbbell,Male,Deltoid Anterior,
1444,Dumbbell Bent Arm Pullover Hold Isometric,,Stretching,Chest,Dumbbell,Male,"Latissimus Dorsi, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",
1445,Dumbbell RDL Stretch Isometric,,Stretching,Hips,Dumbbell,Male,"Adductor Magnus, Gastrocnemius, Gluteus Maximus, Quadriceps, Soleus",
1446,Barbell Zercher Squat Hold Isometric,,Stretching,Thighs,Barbell,Male,"Adductor Magnus, Gluteus Maximus, Quadriceps",
1447,Lever Calf Stretch (plate loaded) Isometric,,Stretching,Calves,Leverage machine,Male,"Gastrocnemius, Soleus",
1448,Barbell Pullover Hold Isometric,,Stretching,Back,Barbell,Male,"Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",
